tx_beam,rx_beam,tx_beam_az,rx_beam_az,tx_beam_el,rx_beam_el,mcs,tx_gain_idx,rx_rf_gain_idx,rx_if_gain_idx,stf_snr,post_snr,rssi,rssi std,tx temp,rx temp,eirp,pRx,path_loss
0,1,0,0,0,0,1,12,4,8,-1,3,-15,0,43,45,31.12140984,-89.53362326,120.6550331
0,3,0,0,0,0,1,12,4,11,-6,3,-14,0,43,45,31.12140984,-92.26595021,123.38736
0,20,0,0,0,0,1,12,4,11,-2,3,-10,0,43,45,31.12140984,-90.00549334,121.1269032
0,26,0,0,0,0,1,12,4,10,-3,3,-15,0,43,45,31.12140984,-92.0564535,123.1778633
0,39,0,0,0,0,1,12,4,7,1,3,-15,0,43,45,31.12140984,-88.05254546,119.1739553
0,64,0,0,0,0,1,12,3,10,6,5,-14,0,43,45,31.12140984,-82.63892356,113.7603334
0,65,0,0,0,0,1,12,4,8,0,3,-15,0,43,45,31.12140984,-89.53362326,120.6550331
0,66,0,0,0,0,1,12,4,6,4,3,-12,0,43,45,31.12140984,-85.44018572,116.5615956
0,68,0,0,0,0,1,12,3,6,11,8,-15,0,43,45,31.12140984,-80.18206064,111.3034705
0,69,0,0,0,0,1,12,4,5,6,4,-17,0,43,45,31.12140984,-87.70380501,118.8252148
0,71,0,0,0,0,1,12,4,8,2,3,-15,0,43,45,31.12140984,-89.53362326,120.6550331
0,72,0,0,0,0,1,12,4,10,-1,3,-15,0,43,45,31.12140984,-92.0564535,123.1778633
0,73,0,0,0,0,1,12,3,10,9,6,-11,0,43,45,31.12140984,-81.35014585,112.4715557
0,74,0,0,0,0,1,12,4,6,4,4,-15,0,43,45,31.12140984,-87.8224025,118.9438123
0,75,0,0,0,0,1,12,4,6,3,2,-16,0,43,45,31.12140984,-88.60897793,119.7303878
0,76,0,0,0,0,1,12,3,11,7,6,-13,0,43,45,31.12140984,-83.15444204,114.2758519
0,77,0,0,0,0,1,12,4,7,2,3,-16,0,43,45,31.12140984,-88.68352776,119.8049376
0,79,0,0,0,0,1,12,3,10,7,5,-16,0,43,45,31.12140984,-83.49810869,114.6195185
0,80,0,0,0,0,1,12,4,5,3,3,-14,0,43,45,31.12140984,-85.49337631,116.6147861
0,81,0,0,0,0,1,12,4,6,5,4,-14,0,43,45,31.12140984,-87.03582707,118.1572369
0,82,0,0,0,0,1,12,4,8,3,3,-15,0,43,45,31.12140984,-89.53362326,120.6550331
0,83,0,0,0,0,1,12,4,4,5,4,-16,0,43,45,31.12140984,-85.64277068,116.7641805
0,84,0,0,0,0,1,12,3,11,10,7,-9,0,43,45,31.12140984,-81.36171525,112.4831251
0,85,0,0,0,0,1,12,4,6,3,3,-15,0,43,45,31.12140984,-87.8224025,118.9438123
0,87,0,0,0,0,1,12,4,8,3,4,-12,0,43,45,31.12140984,-87.54783606,118.6692459
0,89,0,0,0,0,1,12,4,9,0,3,-12,0,43,45,31.12140984,-89.4028288,120.5242386
0,90,0,0,0,0,1,12,3,5,8,5,-24,0,43,45,31.12140984,-83.24976359,114.3711734
0,91,0,0,0,0,1,12,3,10,8,5,-12,0,43,45,31.12140984,-81.77973842,112.9011483
0,92,0,0,0,0,1,12,4,4,7,4,-14,0,43,45,31.12140984,-84.15139929,115.2728091
0,93,0,0,0,0,1,12,4,5,3,3,-15,0,43,45,31.12140984,-86.24130059,117.3627104
0,94,0,0,0,0,1,12,4,7,4,3,-17,0,43,45,31.12140984,-89.30454728,120.4259571
0,95,0,0,0,0,1,12,3,11,8,6,-14,0,43,45,31.12140984,-83.60262374,114.7240336
0,97,0,0,0,0,1,12,4,7,3,3,-17,0,43,45,31.12140984,-89.30454728,120.4259571
0,98,0,0,0,0,1,12,4,10,-1,3,-11,0,43,45,31.12140984,-89.81722231,120.9386322
0,99,0,0,0,0,1,12,4,6,5,4,-15,0,43,45,31.12140984,-87.8224025,118.9438123
0,0,0,0,0,0,1,12,4,8,-1,3,-15,0,42,46,31.10610633,-89.41319043,120.5192968
0,7,0,0,0,0,1,12,4,11,-4,3,-11,0,42,46,31.10610633,-90.45683289,121.5629392
0,9,0,0,0,0,1,12,0,0,-7,3,-10,0,42,46,31.10610633,nan,nan
0,12,0,0,0,0,1,12,0,29,-5,3,-14,0,42,46,31.10610633,-80.89344616,111.9995525
0,20,0,0,0,0,1,12,4,12,-2,3,-11,0,42,46,31.10610633,-91.60235812,122.7084644
0,32,0,0,0,0,1,12,4,11,-5,3,-14,0,42,46,31.10610633,-92.15217555,123.2582819
0,38,0,0,0,0,1,12,4,9,0,3,-15,0,42,46,31.10610633,-90.88629334,121.9923997
0,39,0,0,0,0,1,12,4,9,0,3,-12,0,42,46,31.10610633,-89.29292826,120.3990346
0,64,0,0,0,0,1,12,3,10,8,5,-12,0,42,46,31.10610633,-81.7037504,112.8098567
0,65,0,0,0,0,1,12,4,9,-2,3,-18,0,42,46,31.10610633,-92.47965842,123.5857647
0,66,0,0,0,0,1,12,4,4,5,4,-15,0,42,46,31.10610633,-84.74767601,115.8537823
0,67,0,0,0,0,1,12,4,11,-7,0,-15,0,42,46,31.10610633,-92.71728977,123.8233961
0,68,0,0,0,0,1,12,3,5,11,7,-16,0,42,46,31.10610633,-79.91949252,111.0255988
0,69,0,0,0,0,1,12,4,6,5,4,-12,0,42,46,31.10610633,-85.27451121,116.3806175
0,71,0,0,0,0,1,12,4,6,4,4,-12,0,42,46,31.10610633,-85.27451121,116.3806175
0,72,0,0,0,0,1,12,4,9,0,3,-15,0,42,46,31.10610633,-90.88629334,121.9923997
0,73,0,0,0,0,1,12,3,9,9,6,-16,0,42,46,31.10610633,-82.63800057,113.7441069
0,74,0,0,0,0,1,12,4,7,2,3,-17,0,42,46,31.10610633,-89.18021838,120.2863247
0,75,0,0,0,0,1,12,4,8,3,3,-14,0,42,46,31.10610633,-88.77633914,119.8824455
0,76,0,0,0,0,1,12,3,10,9,6,-12,0,42,46,31.10610633,-81.7037504,112.8098567
0,77,0,0,0,0,1,12,4,5,4,3,-16,0,42,46,31.10610633,-86.81855185,117.9246582
0,79,0,0,0,0,1,12,3,11,7,5,-14,0,42,46,31.10610633,-83.52355291,114.6296592
0,80,0,0,0,0,1,12,4,5,3,3,-15,0,42,46,31.10610633,-86.08729964,117.193406
0,81,0,0,0,0,1,12,3,10,6,4,-20,0,42,46,31.10610633,-86.03435552,117.1404618
0,82,0,0,0,0,1,12,4,7,2,3,-14,0,42,46,31.10610633,-87.28899307,118.3950994
0,83,0,0,0,0,1,12,3,11,5,4,-18,0,42,46,31.10610633,-86.18891408,117.2950204
0,84,0,0,0,0,1,12,3,8,10,7,-14,0,42,46,31.10610633,-81.08804617,112.1941525
0,85,0,0,0,0,1,12,4,7,2,3,-14,0,42,46,31.10610633,-87.28899307,118.3950994
0,87,0,0,0,0,1,12,4,6,3,4,-14,0,42,46,31.10610633,-86.87009395,117.9762003
0,89,0,0,0,0,1,12,4,7,1,3,-16,0,42,46,31.10610633,-88.55095767,119.657064
0,90,0,0,0,0,1,12,3,9,9,6,-14,0,42,46,31.10610633,-81.80606611,112.9121724
0,91,0,0,0,0,1,12,3,9,8,6,-14,0,42,46,31.10610633,-81.80606611,112.9121724
0,92,0,0,0,0,1,12,3,11,7,5,-14,0,42,46,31.10610633,-83.52355291,114.6296592
0,93,0,0,0,0,1,12,4,7,4,4,-14,0,42,46,31.10610633,-87.28899307,118.3950994
0,94,0,0,0,0,1,12,4,8,3,3,-14,0,42,46,31.10610633,-88.77633914,119.8824455
0,95,0,0,0,0,1,12,3,10,10,7,-12,0,42,46,31.10610633,-81.7037504,112.8098567
0,97,0,0,0,0,1,12,4,6,4,4,-15,0,42,46,31.10610633,-87.65666938,118.7627757
0,98,0,0,0,0,1,12,4,8,1,2,-18,0,42,46,31.10610633,-91.14330126,122.2494076
0,99,0,0,0,0,1,12,4,4,7,5,-15,0,42,46,31.10610633,-84.74767601,115.8537823
0,0,0,0,0,0,1,12,4,7,1,3,-14,0,43,45,31.12140984,-87.42156315,118.542973
0,5,0,0,0,0,1,12,4,12,-4,3,-11,0,43,45,31.12140984,-91.71025229,122.8316621
0,7,0,0,0,0,1,12,4,12,-2,3,-11,0,43,45,31.12140984,-91.71025229,122.8316621
0,10,0,0,0,0,1,12,4,11,-2,2,-12,0,43,45,31.12140984,-91.13572178,122.2571316
0,37,0,0,0,0,1,12,4,12,-6,3,-10,0,43,45,31.12140984,-91.16454628,122.2859561
0,38,0,0,0,0,1,12,4,7,2,2,-14,0,43,45,31.12140984,-87.42156315,118.542973
0,57,0,0,0,0,1,12,4,10,-3,3,-17,0,43,45,31.12140984,-93.1760691,124.2974789
0,64,0,0,0,0,1,12,3,8,9,6,-13,0,43,45,31.12140984,-80.72202628,111.8434361
0,66,0,0,0,0,1,12,3,8,7,5,-18,0,43,45,31.12140984,-82.9358681,114.0572779
