-88.351203,-88.602830,-83.829841,-84.280464,-89.695768,-92.934863,-100.000000,-83.473157,-88.351203,-85.163294,-83.677814,-84.578984,-87.124555,-100.000000,-100.000000,-84.007687,-100.000000,-100.000000,-91.255439,-85.339749,-93.164870,-89.267297,-86.662271,-85.374245,-90.226890,-79.064514,-89.267297,-83.049128,-87.124555,-82.107007,-83.530221,-100.000000,-87.124555,-90.226890,-86.029724,-87.124555
-85.151391,-85.089120,-83.049128,-100.000000,-87.755537,-81.364891,-79.484619,-79.252586,-83.395785,-91.815247,-83.473157,-86.545232,-81.063159,-91.500699,-79.064514,-88.386519,-86.545232,-86.752607,-83.395785,-78.709839,-88.602830,-79.735714,-76.971131,-83.497310,-87.916964,-100.000000,-80.099455,-80.818230,-87.916964,-83.049128,-80.620677,-89.576016,-77.938984,-82.575290,-86.662271,-87.532119
-89.021997,-91.815247,-85.163294,-89.209071,-85.163294,-81.284400,-100.000000,-78.409049,-90.758012,-91.500699,-83.049128,-86.545232,-82.536600,-90.226890,-80.818230,-90.226890,-89.844001,-82.536600,-85.875695,-80.532956,-85.089120,-79.252586,-76.413929,-82.536600,-90.695631,-100.000000,-80.346531,-80.620677,-89.695768,-90.135824,-79.916538,-90.695631,-79.916538,-81.247822,-89.844001,-90.226890
-90.336791,-100.000000,-100.000000,-86.828004,-84.789983,-80.421639,-83.928413,-79.166892,-90.867912,-100.000000,-83.128199,-87.614579,-86.626143,-88.520689,-83.461304,-87.701605,-84.576358,-81.281625,-87.713657,-84.573446,-84.024562,-79.749904,-76.491132,-82.182995,-87.374327,-100.000000,-80.421639,-80.256090,-87.257125,-100.000000,-78.925131,-86.828004,-82.270355,-80.698572,-91.133473,-100.000000
-90.954993,-86.197153,-100.000000,-82.107007,-87.448846,-79.916538,-92.046405,-79.252586,-82.536600,-91.469528,-83.959703,-90.339299,-100.000000,-90.226890,-82.924595,-83.959703,-80.388637,-80.620677,-86.788694,-91.815247,-83.049128,-79.252586,-77.098118,-84.007687,-100.000000,-88.602830,-80.818230,-79.916538,-88.386519,-90.695631,-78.409049,-82.107007,-86.662271,-79.484619,-100.000000,-91.195596
-100.000000,-83.800471,-100.000000,-80.698572,-100.000000,-80.421639,-87.257125,-80.421639,-80.698572,-90.288709,-85.488586,-100.000000,-88.519090,-90.336791,-80.698572,-83.128199,-79.324612,-82.182995,-85.995160,-82.596956,-87.888107,-79.324612,-80.256090,-89.733299,-81.854387,-83.901366,-82.231835,-79.991645,-90.541137,-84.024562,-79.166892,-81.281625,-89.150072,-80.421639,-100.000000,-90.517181
-100.000000,-83.049128,-81.677415,-79.916538,-91.815247,-81.256401,-82.196825,-100.000000,-80.099455,-84.602230,-88.386519,-90.226890,-83.497310,-84.420125,-79.064514,-83.825378,-79.064514,-85.875695,-86.545232,-79.252586,-91.255439,-80.620677,-81.704583,-93.137817,-81.364891,-79.916538,-82.107007,-81.364891,-89.695768,-80.202558,-100.000000,-100.000000,-90.614246,-80.521228,-100.000000,-91.255439
-88.520689,-83.128199,-81.109014,-100.000000,-85.995160,-82.612588,-80.172265,-83.576380,-80.256090,-81.438420,-91.062887,-85.466624,-81.968199,-100.000000,-78.519036,-83.004110,-79.749904,-82.680017,-88.746059,-77.208105,-86.041428,-81.438420,-100.000000,-100.000000,-80.698572,-77.856296,-82.680017,-84.446139,-84.573446,-77.321879,-81.230436,-100.000000,-94.214896,-81.323810,-91.889495,-90.336791
-89.017502,-82.107007,-83.945491,-83.825378,-82.986611,-85.859366,-79.677682,-83.273219,-100.000000,-79.916538,-100.000000,-81.364891,-81.247822,-80.776524,-78.709839,-81.670778,-82.152765,-79.252586,-87.448846,-78.409049,-80.620677,-82.966193,-80.620677,-85.875695,-82.107007,-76.971131,-82.575290,-100.000000,-82.536600,-75.007945,-83.829841,-86.075117,-90.727093,-82.966193,-91.195596,-87.916964
-90.336791,-82.182995,-84.573446,-100.000000,-83.042181,-89.887960,-78.807740,-83.576380,-85.254853,-79.324612,-100.000000,-81.715732,-100.000000,-100.000000,-78.807740,-85.481276,-86.041428,-77.165857,-83.004110,-79.324612,-77.863571,-88.519090,-81.753403,-83.789028,-84.641272,-77.165857,-81.753403,-85.481276,-80.851632,-75.089637,-86.626143,-100.000000,-82.270355,-84.056595,-91.608593,-86.626143
